label,message
ham,"Call me urgently, it is important."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk32.net/verify
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8828046522.top or call driver +91-625.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme726.biz/register
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9611329185.xyz or WhatsApp +91-774."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme82.biz/register
ham,Your flight booking reference Amit from Mumbai to Delhi is confirmed for departure at 11.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify547.com/login
ham,"Hi Kavita, let's catch up for lunch today around 1:00 PM if you're free."
ham,"Good morning, here is the updated presentation deck for our team demonstration."
ham,"Hey Priya, I have reached the restaurant. Let me know when you arrive."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update269.com/login.php
ham,"Hi Sameer, let's catch up for lunch today around 1:00 PM if you're free."
ham,"Hey Amit, I have reached the restaurant. Let me know when you arrive."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7709268871 to claim your prize cheque."
spam,Congratulations! You have won Rs. 391 in the international lottery. Claim your reward now: http://claim-prize5592181.xyz/bonus
spam,"Dear Customer, you received a tax refund of Rs. 269. Submit your bank credentials to deposit: https://incometax-refund-portal579398.org/claim"
ham,Are you awake? Give me a quick ring when you see this.
ham,Thanks for your help with the bug in the code earlier.
ham,"Bhai, call me at +91-Sneha as soon as possible."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme544.biz/register
ham,Can you pay Rs. Kavita for the pizza? I will give you cash tonight.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8188076559 now.
ham,"Dear Customer, your A/C ending 10257 is credited with Rs. 580756 on 9036. Avail Bal: Rs. 73001. - SBI"
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7071140008 to disburse funds."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9664318038 now.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoSameer
ham,"Dear Rohan, your monthly bank statement for account ending in 9 is ready for viewing in your portal."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8387399153 or +91-647 immediately.
ham,"Hey bro, call me urgently at +91-Rahul when you are free, need your help."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update855.com/login.php
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoAditya
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store365.xyz/shop
spam,Congratulations! You have won Rs. 744 in the international lottery. Claim your reward now: http://claim-prize2265680.xyz/bonus
ham,"Hi Kavita, could you review the pull request for the authentication module when you have a moment?"
spam,Security Alert! Unauthorized login attempt detected from IP 240. Confirm your password here: http://7034893/account/update
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7404450910 or +91-526 immediately.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9959379499 immediately."
ham,"Hey dad, reached the station safely, booking cab now."
ham,Your package with tracking #12007 will be delivered today by courier. Contact delivery associate at +91 98494896 to coordinate.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9050348848 immediately."
spam,Congratulations! You have won Rs. 521 in the international lottery. Claim your reward now: http://claim-prize2406297.xyz/bonus
ham,Your package with tracking #4854 will be delivered today by courier. Contact delivery associate at +91 98178139 to coordinate.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler750.top/invest
ham,Thanks for your help with the bug in the code earlier.
ham,Hey are you coming to class today? Professor is taking attendance.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8640779783 or call +91-219."
ham,"Bro, did you complete the homework for tomorrow's class?"
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade8194607783.xyz or WhatsApp +91-106."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 6283 PM at City Clinic.
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store465.xyz/shop
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8633857595 immediately."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7458346035.top or call driver +91-168.
ham,Here are the notes and action items from yesterday's discussion with the client.
spam,Congratulations! You have won Rs. 500 in the international lottery. Claim your reward now: http://claim-prize9463847.xyz/bonus
spam,"Dear Customer, you received a tax refund of Rs. 977. Submit your bank credentials to deposit: https://incometax-refund-portal8618359.org/claim"
spam,"Dear Customer, you received a tax refund of Rs. 366. Submit your bank credentials to deposit: https://incometax-refund-portal6011552.org/claim"
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7293287114 now.
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"I lost my phone, this is my new temporary number +91-Rahul, save it."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7238227761.top or call driver +91-287.
ham,Happy birthday bro! Have an awesome year ahead!
ham,Here are the notes and action items from yesterday's discussion with the client.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8599620887.top or call driver +91-582.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8267215213 or +91-880 immediately.
ham,Please find attached the project status report for QAditya review. Let me know your thoughts.
ham,"Bro, did you complete the homework for tomorrow's class?"
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9611208081.top or call driver +91-776.
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
spam,Security Alert! Unauthorized login attempt detected from IP 592. Confirm your password here: http://2784346/account/update
ham,"Split the cab fare on UPI, your share is Rs. Priya."
ham,Your cab driver 2031 (+91 97919791) has arrived at your pickup location. PIN is 1312.
ham,"Dear customer, cash withdrawal of Rs. 393 from ATM at 170802 was successful. - ICICI Bank"
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme628.biz/register
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8997460734 to disburse funds."
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk47.net/verify
ham,Are you awake? Give me a quick ring when you see this.
ham,Hey are you coming to class today? Professor is taking attendance.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7659425109 or +91-329 immediately.
spam,Security Alert! Unauthorized login attempt detected from IP 659. Confirm your password here: http://5962078/account/update
spam,Your pending invoice #585.pdf is ready for download. Click here: https://billing-doc4340675.com/invoice.exe
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8642741615 to disburse funds."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7108714579.top or call driver +91-975.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update7795817470 or call +91-825."
ham,Your OTP for online transaction of Rs. 12841 at Amazon is 990331. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 4230 PM at City Clinic.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9341205185 to disburse funds."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store57.xyz/shop
ham,Your cab driver 8429 (+91 97744054) has arrived at your pickup location. PIN is 9492.
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
ham,"Please pick up the phone, need to ask you something urgent."
ham,Your monthly mobile postpaid bill of Rs. 11649 is due on 296505. Pay via Airtel Thanks App to avoid late charges.
spam,Your pending invoice #577.pdf is ready for download. Click here: https://billing-doc3501001.com/invoice.exe
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7980661299.xyz or WhatsApp +91-759."
ham,Your flight booking reference Tanvi from Mumbai to Delhi is confirmed for departure at 12.
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme774.biz/register
ham,Here are the notes and action items from yesterday's discussion with the client.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update614.com/login.php
spam,Security Alert! Unauthorized login attempt detected from IP 939. Confirm your password here: http://8559071/account/update
spam,Congratulations! You have won Rs. 834 in the international lottery. Claim your reward now: http://claim-prize7623936.xyz/bonus
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify956.com/login
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme35.biz/register
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update801.com/login.php
ham,Thank you for your order #Rahul. Your package has been dispatched and will arrive by 11.
spam,Your pending invoice #571.pdf is ready for download. Click here: https://billing-doc2155858.com/invoice.exe
ham,Are you awake? Give me a quick ring when you see this.
spam,Security Alert! Unauthorized login attempt detected from IP 448. Confirm your password here: http://2607484/account/update
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler353.top/invest
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 2330 PM at City Clinic.
ham,Your monthly mobile postpaid bill of Rs. 3518 is due on 355840. Pay via Airtel Thanks App to avoid late charges.
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Your cab driver 8570 (+91 97382650) has arrived at your pickup location. PIN is 3056.
ham,"Please pick up the phone, need to ask you something urgent."
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7405459673 to disburse funds."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9227222942.xyz or WhatsApp +91-437."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7301938081.top or call driver +91-336.
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store97.xyz/shop
ham,"Dear customer, cash withdrawal of Rs. 2134 from ATM at 417393 was successful. - ICICI Bank"
ham,"Dear customer, cash withdrawal of Rs. 14345 from ATM at 854959 was successful. - ICICI Bank"
ham,Your package with tracking #12258 will be delivered today by courier. Contact delivery associate at +91 98149204 to coordinate.
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store773.xyz/shop
ham,Watch this funny clip: https://youtu.be/Tanvi
ham,Thanks for your help with the bug in the code earlier.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9882302304 or +91-508 immediately.
ham,Read this article when free: https://wikipedia.org/wiki/TopicAditya
ham,"Hi Amit, can we reschedule our meeting to tomorrow at 11 PM? Thanks."
spam,Congratulations! You have won Rs. 221 in the international lottery. Claim your reward now: http://claim-prize4901591.xyz/bonus
spam,Your pending invoice #668.pdf is ready for download. Click here: https://billing-doc587811.com/invoice.exe
ham,Your package with tracking #7495 will be delivered today by courier. Contact delivery associate at +91 98742845 to coordinate.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7980952658 now.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme514.biz/register
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9443309549 immediately."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8072099508 to claim your prize cheque."
ham,Please submit your semester assignment before Friday 5:00 PM on the university portal.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8906578834 to disburse funds."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler917.top/invest
ham,Your monthly mobile postpaid bill of Rs. 11224 is due on 905866. Pay via Airtel Thanks App to avoid late charges.
ham,Thank you for your order #Vikram. Your package has been dispatched and will arrive by 2.
ham,"Hi Tanvi, could you review the pull request for the authentication module when you have a moment?"
ham,Your package with tracking #8186 will be delivered today by courier. Contact delivery associate at +91 98831749 to coordinate.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7223297636.top or call driver +91-215.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9873821478.top or call driver +91-229.
ham,Are you awake? Give me a quick ring when you see this.
ham,Your OTP for online transaction of Rs. 14231 at Amazon is 667011. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9690931010 now.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9182017686.top or call driver +91-226.
ham,"Hi Vikram, let's catch up for lunch today around 1:00 PM if you're free."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9783222599.top or call driver +91-607.
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7650814707 now.
ham,Your OTP for online transaction of Rs. 13721 at Amazon is 192503. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,"Hey dude, what time does the match start today?"
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9727855518 or +91-280 immediately.
ham,"Hi Soham, can we reschedule our meeting to tomorrow at 6 PM? Thanks."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7061895117.xyz or WhatsApp +91-116."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9067033567.xyz or WhatsApp +91-861."
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk935.net/verify
ham,Are you free tonight? Let's go to that cafe.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9981823048.xyz or WhatsApp +91-368."
ham,"Dear Amit, your monthly bank statement for account ending in 9 is ready for viewing in your portal."
spam,Your pending invoice #67.pdf is ready for download. Click here: https://billing-doc3864163.com/invoice.exe
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
spam,"Dear Customer, you received a tax refund of Rs. 777. Submit your bank credentials to deposit: https://incometax-refund-portal2967413.org/claim"
ham,"Dear Customer, your A/C ending 415 is credited with Rs. 135638 on 7767. Avail Bal: Rs. 46686. - SBI"
ham,Your OTP for online transaction of Rs. 3298 at Amazon is 756206. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme250.biz/register
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme477.biz/register
spam,"Dear Customer, you received a tax refund of Rs. 644. Submit your bank credentials to deposit: https://incometax-refund-portal4298142.org/claim"
ham,Here is the shared project document: https://docs.google.com/document/d/projRahul - please review.
ham,"Hi Tanvi, can we reschedule our meeting to tomorrow at 8 PM? Thanks."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9920442163 or call +91-427."
ham,"Hey Rohan, can you send me Rs. 9168889124 on GPay? Will return it tomorrow."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9092074927 or +91-763 immediately.
spam,Congratulations! You have won Rs. 415 in the international lottery. Claim your reward now: http://claim-prize6460074.xyz/bonus
ham,"Dear Customer, your A/C ending 9124 is credited with Rs. 603222 on 1017. Avail Bal: Rs. 55546. - SBI"
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme855.biz/register
ham,Can you share Rohan's contact number with me?
ham,Here is the shared project document: https://docs.google.com/document/d/projAnanya - please review.
ham,Bhai where are you? Waiting outside the metro station.
ham,"Bro, did you complete the homework for tomorrow's class?"
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoRohan
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9084918138 or +91-719 immediately.
ham,Can you transfer money for movie tickets? My UPI is not working.
ham,Your package with tracking #10105 will be delivered today by courier. Contact delivery associate at +91 98820590 to coordinate.
ham,Your OTP for online transaction of Rs. 8961 at Amazon is 163314. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler575.top/invest
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8815047063 or call +91-405."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler612.top/invest
ham,Your package with tracking #6209 will be delivered today by courier. Contact delivery associate at +91 98926605 to coordinate.
ham,Your OTP for online transaction of Rs. 6828 at Amazon is 694601. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,Security Alert! Unauthorized login attempt detected from IP 311. Confirm your password here: http://6368708/account/update
ham,Happy birthday bro! Have an awesome year ahead!
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8174279531.top or call driver +91-382.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7987374045 immediately."
ham,"Hi Amit, let's catch up for lunch today around 1:00 PM if you're free."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme896.biz/register
ham,Sent you Rs. Ananya on PhonePe for yesterday's dinner bill.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9818443307.top or call driver +91-795.
ham,"Please pick up the phone, need to ask you something urgent."
ham,Please submit your semester assignment before Friday 5:00 PM on the university portal.
ham,"Dear customer, cash withdrawal of Rs. 11734 from ATM at 133228 was successful. - ICICI Bank"
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler866.top/invest
ham,Your OTP for online transaction of Rs. 3271 at Amazon is 211577. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Watch this funny clip: https://youtu.be/Rahul
ham,Thank you for your order #Sneha. Your package has been dispatched and will arrive by 6.
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler214.top/invest
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7181934450 to disburse funds."
ham,"Dear Amit, your monthly bank statement for account ending in 5 is ready for viewing in your portal."
ham,Receipt for your recent payment of Rs. Sneha to Electric Utility Services.
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 14267 PM at City Clinic.
ham,"Hey Sameer, can you send me Rs. 8139925008 on GPay? Will return it tomorrow."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler177.top/invest
ham,"Hi Tanvi, can we reschedule our meeting to tomorrow at 4 PM? Thanks."
ham,"Hey dad, reached the station safely, booking cab now."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 8774 PM at City Clinic.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify524.com/login
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7423259550 immediately."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7490748909 or +91-894 immediately.
ham,Your package with tracking #5026 will be delivered today by courier. Contact delivery associate at +91 98612830 to coordinate.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7023874597 or +91-493 immediately.
ham,Your package with tracking #10914 will be delivered today by courier. Contact delivery associate at +91 98483956 to coordinate.
ham,Are you awake? Give me a quick ring when you see this.
ham,Are you free tonight? Let's go to that cafe.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler941.top/invest
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7845977378 or +91-941 immediately.
ham,"I lost my phone, this is my new temporary number +91-Rahul, save it."
ham,Your OTP for online transaction of Rs. 11491 at Amazon is 619860. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,Your pending invoice #355.pdf is ready for download. Click here: https://billing-doc8068899.com/invoice.exe
ham,Read this article when free: https://wikipedia.org/wiki/TopicSneha
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store254.xyz/shop
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7809940377 now.
ham,"Hi Sneha, let's catch up for lunch today around 1:00 PM if you're free."
ham,"Dear customer, cash withdrawal of Rs. 5052 from ATM at 441535 was successful. - ICICI Bank"
ham,Your package with tracking #14322 will be delivered today by courier. Contact delivery associate at +91 98866029 to coordinate.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9671150545 to disburse funds."
ham,"Hi Sneha, can we reschedule our meeting to tomorrow at 9 PM? Thanks."
ham,Your cab driver 13056 (+91 97555150) has arrived at your pickup location. PIN is 4773.
ham,Your cab driver 2507 (+91 97457016) has arrived at your pickup location. PIN is 2764.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoTanvi
ham,Happy birthday bro! Have an awesome year ahead!
spam,Congratulations! You have won Rs. 876 in the international lottery. Claim your reward now: http://claim-prize8304793.xyz/bonus
ham,Your cab driver 4107 (+91 97349315) has arrived at your pickup location. PIN is 8095.
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk196.net/verify
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9503874364 to claim your prize cheque."
ham,Can you send the lecture notes from yesterday?
ham,Happy birthday bro! Have an awesome year ahead!
ham,"Bro, did you complete the homework for tomorrow's class?"
ham,"Hi Sameer, let's catch up for lunch today around 1:00 PM if you're free."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7106530440 now.
ham,Read this article when free: https://wikipedia.org/wiki/TopicSneha
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7079986775 immediately."
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9056734670 immediately."
ham,Thank you for your order #Amit. Your package has been dispatched and will arrive by 9.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9671188203 to disburse funds."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler172.top/invest
ham,Your OTP for online transaction of Rs. 9370 at Amazon is 690053. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Can you send the lecture notes from yesterday?
ham,Watch this funny clip: https://youtu.be/Sameer
spam,"Dear Customer, you received a tax refund of Rs. 135. Submit your bank credentials to deposit: https://incometax-refund-portal3379909.org/claim"
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
ham,Can you share the assignment PDF with me?
ham,Are you awake? Give me a quick ring when you see this.
ham,"Hey team, the sprint planning session is confirmed for Kavita at 10:00 AM."
ham,Sent you Rs. Priya on PhonePe for yesterday's dinner bill.
ham,Thanks for your help with the bug in the code earlier.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9089531586 or call +91-303."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9044647694 to claim your prize cheque."
ham,Can you transfer money for movie tickets? My UPI is not working.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler321.top/invest
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify854.com/login
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9321311745 or +91-378 immediately.
ham,"Call me urgently, it is important."
ham,Watch this funny clip: https://youtu.be/Aditya
ham,Sent you Rs. Tanvi on PhonePe for yesterday's dinner bill.
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
ham,"Hi Rohan, let's catch up for lunch today around 1:00 PM if you're free."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9441127802.xyz or WhatsApp +91-735."
spam,"Dear Customer, you received a tax refund of Rs. 717. Submit your bank credentials to deposit: https://incometax-refund-portal1090198.org/claim"
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 3339 PM at City Clinic.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update275.com/login.php
ham,Here is the shared project document: https://docs.google.com/document/d/projAditya - please review.
ham,Your package with tracking #2745 will be delivered today by courier. Contact delivery associate at +91 98344791 to coordinate.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8441062274 immediately."
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8808595774 immediately."
ham,"Hey dad, reached the station safely, booking cab now."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9380906538 or call +91-724."
ham,Read this article when free: https://wikipedia.org/wiki/TopicRohan
